TopK,n_folds,mean_p_RR,std_p_RR,t_stat,p_value
50,5,0.6026037296037295,0.11537959879372728,1.9884703755047202,0.11765621858923675
100,5,0.5890781016401672,0.08283052990951985,2.404725537692795,0.07397633277501107
200,5,0.5772915092345869,0.08257778248645405,2.0929245558324334,0.10448484845911972
